交易日期,契約,到期月份(週別),開盤價,最高價,最低價,收盤價,漲跌價,漲跌%,成交量,結算價,未沖銷契約數,最後最佳買價,最後最佳賣價,歷史最高價,歷史最低價,是否因訊息面暫停交易,交易時段,價差對單式委託成交量
2026/02/04,TX,202602/202603    ,-,-,-,-,-,-,0,-,-,45,49,73,7,,盤後,1113,
2026/02/04,TX,202602/202604    ,145,145,131,131,-,-,43,-,-,129,133,149,75,,一般,17,
2026/02/04,TX,202602/202604    ,132,143,132,143,-,-,20,-,-,144,180,149,75,,盤後,73,
2026/02/04,TX,202602/202606    ,260,263,229,229,-,-,52,-,-,229,234,300,174,,一般,20,
2026/02/04,TX,202602/202606    ,299,300,299,300,-,-,6,-,-,255,303,300,174,,盤後,13,
2026/02/04,TX,202602/202609    ,69,69,62,62,-,-,5,-,-,60,65,75,19,,一般,0,
2026/02/04,TX,202602/202612    ,-,-,-,-,-,-,0,-,-,226,239,236,1,,一般,2,
2026/02/04,TX,202602/202612    ,-,-,-,-,-,-,0,-,-,225,325,236,1,,盤後,9,
2026/02/04,TX,202603/202604    ,-,-,-,-,-,-,0,-,-,-,114,-,-,,一般,7,
2026/02/04,TX,202603/202604    ,-,-,-,-,-,-,0,-,-,81,800,-,-,,盤後,10,
2026/02/05,TX,202602/202603    ,41,50,34,43,-,-,502,-,-,43,46,73,7,,一般,1529,
2026/02/05,TX,202602/202603    ,-,-,-,-,-,-,0,-,-,43,47,73,7,,盤後,1243,
2026/02/05,TX,202602/202604    ,144,148,144,144,-,-,21,-,-,143,147,149,75,,一般,48,
2026/02/05,TX,202602/202604    ,-,-,-,-,-,-,0,-,-,140,155,149,75,,盤後,61,
2026/02/05,TX,202602/202606    ,-,-,-,-,-,-,0,-,-,266,271,300,174,,一般,20,
2026/02/05,TX,202602/202606    ,-,-,-,-,-,-,0,-,-,253,265,300,174,,盤後,75,
2026/02/05,TX,202602/202609    ,81,81,75,75,-,-,25,-,-,73,83,81,19,,一般,0,
2026/02/05,TX,202602/202609    ,-,-,-,-,-,-,0,-,-,68,79,75,19,,盤後,3,
2026/02/05,TX,202602/202612    ,-,-,-,-,-,-,0,-,-,239,259,236,1,,一般,1,
2026/02/05,TX,202602/202612    ,-,-,-,-,-,-,0,-,-,225,298,236,1,,盤後,11,
2026/02/05,TX,202603/202604    ,-,-,-,-,-,-,0,-,-,91,107,-,-,,盤後,1,
2026/02/06,TX,202602/202603    ,54,56,43,45,-,-,700,-,-,44,46,73,7,,一般,2002,
2026/02/06,TX,202602/202603    ,50,50,48,48,-,-,6,-,-,45,50,73,7,,盤後,1787,
2026/02/06,TX,202602/202604    ,-,-,-,-,-,-,0,-,-,139,143,149,75,,一般,180,
2026/02/06,TX,202602/202604    ,-,-,-,-,-,-,0,-,-,146,154,149,75,,盤後,134,
2026/02/06,TX,202602/202606    ,275,280,272,279,-,-,26,-,-,263,277,300,174,,一般,28,
2026/02/06,TX,202602/202606    ,-,-,-,-,-,-,0,-,-,264,283,300,174,,盤後,19,
2026/02/06,TX,202602/202609    ,-,-,-,-,-,-,0,-,-,79,93,81,19,,一般,16,
2026/02/06,TX,202602/202609    ,-,-,-,-,-,-,0,-,-,76,102,81,19,,盤後,21,
2026/02/06,TX,202602/202612    ,-,-,-,-,-,-,0,-,-,267,295,236,1,,一般,21,
2026/02/06,TX,202602/202612    ,-,-,-,-,-,-,0,-,-,239,305,236,1,,盤後,2,
2026/02/06,TX,202603/202604    ,-,-,-,-,-,-,0,-,-,91,107,-,-,,一般,1,
2026/02/06,TX,202604/202606    ,-,-,-,-,-,-,0,-,-,-,134,-,-,,一般,1,
